Year,Era,Match_Type,Neutral,Home_Win
1872,1872-1891,Friendly,0,0
1873,1872-1891,Friendly,0,1
1874,1872-1891,Friendly,0,1
1875,1872-1891,Friendly,0,0
1876,1872-1891,Friendly,0,1
1876,1872-1891,Friendly,0,1
1877,1872-1891,Friendly,0,0
1877,1872-1891,Friendly,0,0
1878,1872-1891,Friendly,0,1
1878,1872-1891,Friendly,0,1
1879,1872-1891,Friendly,0,1
1879,1872-1891,Friendly,0,1
1879,1872-1891,Friendly,0,0
1880,1872-1891,Friendly,0,1
1880,1872-1891,Friendly,0,0
1880,1872-1891,Friendly,0,1
1881,1872-1891,Friendly,0,0
1881,1872-1891,Friendly,0,0
1881,1872-1891,Friendly,0,0
1882,1872-1891,Friendly,0,0
1882,1872-1891,Friendly,0,1
1882,1872-1891,Friendly,0,1
1882,1872-1891,Friendly,0,1
1882,1872-1891,Friendly,0,1
1883,1872-1891,Friendly,0,1
1883,1872-1891,Friendly,0,1
1883,1872-1891,Friendly,0,0
1883,1872-1891,Friendly,0,0
1883,1872-1891,Friendly,0,0
1884,1872-1891,Official,0,0
1884,1872-1891,Official,0,1
1884,1872-1891,Official,0,0
1884,1872-1891,Official,0,1
1884,1872-1891,Official,0,0
1884,1872-1891,Official,0,1
1885,1872-1891,Official,0,1
1885,1872-1891,Official,0,0
1885,1872-1891,Official,0,1
1885,1872-1891,Official,0,0
1885,1872-1891,Official,0,0
1885,1872-1891,Official,0,0
1885,1872-1891,Friendly,0,0
1886,1872-1891,Official,0,1
1886,1872-1891,Official,0,0
1886,1872-1891,Official,0,0
1886,1872-1891,Official,0,0
1886,1872-1891,Official,0,0
1886,1872-1891,Official,0,1
1886,1872-1891,Friendly,0,1
1887,1872-1891,Official,0,1
1887,1872-1891,Official,0,1
1887,1872-1891,Official,0,1
1887,1872-1891,Official,0,1
1887,1872-1891,Official,0,0
1887,1872-1891,Official,0,0
1888,1872-1891,Official,0,1
1888,1872-1891,Official,0,1
1888,1872-1891,Official,0,1
1888,1872-1891,Official,0,0
1888,1872-1891,Official,0,0
1888,1872-1891,Official,0,0
1888,1872-1891,Friendly,0,1
1889,1872-1891,Official,0,1
1889,1872-1891,Official,0,1
1889,1872-1891,Official,0,1
1889,1872-1891,Official,0,0
1889,1872-1891,Official,0,0
1889,1872-1891,Official,0,0
1890,1872-1891,Official,1,1
1890,1872-1891,Official,0,0
1890,1872-1891,Official,0,0
1890,1872-1891,Official,0,1
1890,1872-1891,Official,0,0
1890,1872-1891,Official,0,0
1891,1872-1891,Official,0,1
1891,1872-1891,Official,0,1
1891,1872-1891,Official,0,1
1891,1872-1891,Official,0,0
1891,1872-1891,Official,0,1
1891,1872-1891,Official,0,1
1892,1892-1911,Official,0,0
1892,1892-1911,Official,0,0
1892,1892-1911,Official,0,0
1892,1892-1911,Official,0,0
1892,1892-1911,Official,0,1
1892,1892-1911,Official,0,0
1893,1892-1911,Official,0,1
1893,1892-1911,Official,0,1
1893,1892-1911,Official,0,0
1893,1892-1911,Official,0,1
1893,1892-1911,Official,0,1
1894,1892-1911,Official,0,1
1894,1892-1911,Official,0,0
1894,1892-1911,Official,0,0
1894,1892-1911,Official,0,1
1894,1892-1911,Official,0,0
1894,1892-1911,Official,0,0
1895,1892-1911,Official,0,1
1895,1892-1911,Official,0,0
1895,1892-1911,Official,0,0
1895,1892-1911,Official,0,0
1895,1892-1911,Official,0,1
1895,1892-1911,Official,0,1
1896,1892-1911,Official,0,1
1896,1892-1911,Official,0,0
1896,1892-1911,Official,0,0
1896,1892-1911,Official,0,1
1896,1892-1911,Official,0,0
1896,1892-1911,Official,0,1
1897,1892-1911,Official,0,1
1897,1892-1911,Official,0,1
1897,1892-1911,Official,0,0
1897,1892-1911,Official,0,1
1897,1892-1911,Official,0,1
1897,1892-1911,Official,0,0
1898,1892-1911,Official,0,0
1898,1892-1911,Official,0,0
1898,1892-1911,Official,0,1
1898,1892-1911,Official,0,0
1898,1892-1911,Official,0,0
1898,1892-1911,Official,0,0
1899,1892-1911,Official,0,1
1899,1892-1911,Official,0,1
1899,1892-1911,Official,0,0
1899,1892-1911,Official,0,1
1899,1892-1911,Official,0,1
1899,1892-1911,Official,0,1
1900,1892-1911,Official,0,1
1900,1892-1911,Official,0,1
1900,1892-1911,Official,0,0
1900,1892-1911,Official,0,0
1900,1892-1911,Official,0,0
1900,1892-1911,Official,0,1
1901,1892-1911,Official,0,1
1901,1892-1911,Official,0,0
1901,1892-1911,Official,0,1
1901,1892-1911,Official,0,1
1901,1892-1911,Official,0,0
1901,1892-1911,Official,0,0
1902,1892-1911,Official,0,0
1902,1892-1911,Official,0,0
1902,1892-1911,Official,0,0
1902,1892-1911,Official,0,1
1902,1892-1911,Official,0,0
1902,1892-1911,Official,0,0
1902,1892-1911,Friendly,0,0
1902,1892-1911,Friendly,0,1
1903,1892-1911,Official,0,1
1903,1892-1911,Official,0,1
1903,1892-1911,Official,0,0
1903,1892-1911,Official,0,0
1903,1892-1911,Official,0,1
1903,1892-1911,Official,0,0
1903,1892-1911,Friendly,0,1
1903,1892-1911,Friendly,0,1
1903,1892-1911,Friendly,0,0
1903,1892-1911,Friendly,0,1
1904,1892-1911,Official,0,0
1904,1892-1911,Official,0,0
1904,1892-1911,Official,0,0
1904,1892-1911,Official,0,0
1904,1892-1911,Official,0,0
1904,1892-1911,Official,0,0
1904,1892-1911,Official,0,0
1904,1892-1911,Friendly,0,1
1904,1892-1911,Friendly,0,1
1905,1892-1911,Friendly,0,1
1905,1892-1911,Official,0,0
1905,1892-1911,Official,0,1
1905,1892-1911,Official,0,1
1905,1892-1911,Official,0,1
1905,1892-1911,Official,0,1
1905,1892-1911,Official,0,0
1905,1892-1911,Friendly,0,0
1905,1892-1911,Official,0,1
1905,1892-1911,Official,0,0
1905,1892-1911,Friendly,0,0
1905,1892-1911,Friendly,0,1
1905,1892-1911,Friendly,0,1
1905,1892-1911,Friendly,0,0
1905,1892-1911,Official,0,0
1906,1892-1911,Official,0,0
1906,1892-1911,Official,0,0
1906,1892-1911,Official,0,0
1906,1892-1911,Official,0,0
1906,1892-1911,Official,0,0
1906,1892-1911,Friendly,0,0
1906,1892-1911,Official,0,0
1906,1892-1911,Official,0,1
1906,1892-1911,Official,0,1
1906,1892-1911,Friendly,0,0
1906,1892-1911,Friendly,0,1
1906,1892-1911,Friendly,0,0
1906,1892-1911,Friendly,0,0
1906,1892-1911,Official,0,0
1906,1892-1911,Friendly,0,0
1906,1892-1911,Official,0,1
1906,1892-1911,Friendly,0,1
1907,1892-1911,Official,0,1
1907,1892-1911,Official,0,0
1907,1892-1911,Official,0,1
1907,1892-1911,Official,0,1
1907,1892-1911,Official,0,0
1907,1892-1911,Official,1,0
1907,1892-1911,Official,0,0
1907,1892-1911,Official,0,0
1907,1892-1911,Friendly,0,1
1907,1892-1911,Friendly,0,0
1907,1892-1911,Friendly,0,0
1907,1892-1911,Friendly,0,1
1907,1892-1911,Friendly,0,0
1907,1892-1911,Friendly,0,1
1907,1892-1911,Friendly,0,1
1908,1892-1911,Official,0,0
1908,1892-1911,Official,0,1
1908,1892-1911,Friendly,0,0
1908,1892-1911,Official,0,0
1908,1892-1911,Official,0,0
1908,1892-1911,Friendly,0,0
1908,1892-1911,Official,1,1
1908,1892-1911,Official,0,0
1908,1892-1911,Friendly,0,1
1908,1892-1911,Friendly,0,1
1908,1892-1911,Official,0,0
1908,1892-1911,Official,0,0
1908,1892-1911,Friendly,0,0
1908,1892-1911,Friendly,0,1
1908,1892-1911,Friendly,0,1
1908,1892-1911,Friendly,0,1
1908,1892-1911,Friendly,0,0
1908,1892-1911,Friendly,0,1
1908,1892-1911,Friendly,0,0
1908,1892-1911,Friendly,0,0
1908,1892-1911,Friendly,0,0
1908,1892-1911,Friendly,0,1
1908,1892-1911,Official,0,0
1908,1892-1911,Official,0,1
1908,1892-1911,Official,0,0
1908,1892-1911,Official,1,0
1908,1892-1911,Official,1,1
1908,1892-1911,Friendly,0,1
1908,1892-1911,Friendly,0,1
1908,1892-1911,Friendly,0,1
1909,1892-1911,Official,0,1
1909,1892-1911,Official,0,1
1909,1892-1911,Official,0,1
1909,1892-1911,Official,0,1
1909,1892-1911,Official,0,1
1909,1892-1911,Official,0,0
1909,1892-1911,Friendly,0,0
1909,1892-1911,Official,1,1
1909,1892-1911,Official,0,1
1909,1892-1911,Friendly,0,1
1909,1892-1911,Friendly,0,0
1909,1892-1911,Friendly,0,1
1909,1892-1911,Friendly,0,0
1909,1892-1911,Friendly,0,1
1909,1892-1911,Friendly,0,0
1909,1892-1911,Friendly,0,0
1909,1892-1911,Friendly,0,0
1909,1892-1911,Friendly,0,0
1909,1892-1911,Official,0,1
1909,1892-1911,Official,0,0
1909,1892-1911,Official,0,1
1909,1892-1911,Friendly,0,0
1910,1892-1911,Official,0,0
1910,1892-1911,Official,0,1
1910,1892-1911,Friendly,0,1
1910,1892-1911,Official,0,0
1910,1892-1911,Official,0,1
1910,1892-1911,Official,0,1
1910,1892-1911,Friendly,0,0
1910,1892-1911,Friendly,0,0
1910,1892-1911,Official,0,1
1910,1892-1911,Friendly,0,1
1910,1892-1911,Official,0,1
1910,1892-1911,Official,0,0
1910,1892-1911,Friendly,0,1
1910,1892-1911,Friendly,0,1
1910,1892-1911,Friendly,0,1
1910,1892-1911,Friendly,0,0
1910,1892-1911,Friendly,0,1
1910,1892-1911,Friendly,0,1
1910,1892-1911,Friendly,1,0
1910,1892-1911,Friendly,0,1
1910,1892-1911,Friendly,0,1
1910,1892-1911,Official,0,1
1910,1892-1911,Friendly,0,0
1910,1892-1911,Friendly,0,0
1910,1892-1911,Friendly,0,0
1910,1892-1911,Friendly,0,1
1910,1892-1911,Friendly,0,1
1910,1892-1911,Friendly,0,1
1910,1892-1911,Official,0,0
1910,1892-1911,Official,0,0
1911,1892-1911,Friendly,0,0
1911,1892-1911,Friendly,0,0
1911,1892-1911,Friendly,0,1
1911,1892-1911,Official,0,0
1911,1892-1911,Official,0,1
1911,1892-1911,Official,0,0
1911,1892-1911,Official,0,1
1911,1892-1911,Official,0,1
1911,1892-1911,Friendly,0,0
1911,1892-1911,Friendly,0,1
1911,1892-1911,Official,0,0
1911,1892-1911,Friendly,0,1
1911,1892-1911,Friendly,0,0
1911,1892-1911,Official,0,1
1911,1892-1911,Friendly,0,1
1911,1892-1911,Friendly,0,1
1911,1892-1911,Official,0,1
1911,1892-1911,Friendly,0,1
1911,1892-1911,Friendly,0,1
1911,1892-1911,Friendly,0,0
1911,1892-1911,Friendly,0,1
1911,1892-1911,Friendly,0,0
1911,1892-1911,Official,0,0
1911,1892-1911,Friendly,0,1
1911,1892-1911,Official,0,0
1911,1892-1911,Official,0,0
1911,1892-1911,Friendly,0,0
1911,1892-1911,Official,0,1
1911,1892-1911,Friendly,0,0
1911,1892-1911,Friendly,0,0
1911,1892-1911,Friendly,0,1
1911,1892-1911,Friendly,0,0
1911,1892-1911,Official,0,1
1911,1892-1911,Friendly,0,1
1911,1892-1911,Friendly,0,0
1912,1912-1931,Friendly,0,0
1912,1912-1931,Official,0,0
1912,1912-1931,Friendly,0,1
1912,1912-1931,Friendly,0,1
1912,1912-1931,Friendly,0,1
1912,1912-1931,Official,0,1
1912,1912-1931,Friendly,0,0
1912,1912-1931,Official,0,0
1912,1912-1931,Official,0,0
1912,1912-1931,Friendly,0,0
1912,1912-1931,Official,0,0
1912,1912-1931,Friendly,0,0
1912,1912-1931,Official,0,0
1912,1912-1931,Friendly,0,0
1912,1912-1931,Official,0,0
1912,1912-1931,Official,0,0
1912,1912-1931,Official,0,1
1912,1912-1931,Friendly,0,1
1912,1912-1931,Friendly,0,0
1912,1912-1931,Friendly,0,0
1912,1912-1931,Friendly,0,0
1912,1912-1931,Friendly,0,0
1912,1912-1931,Friendly,0,0
1912,1912-1931,Friendly,0,0
1912,1912-1931,Friendly,0,1
1912,1912-1931,Official,1,1
1912,1912-1931,Official,1,1
1912,1912-1931,Official,0,0
1912,1912-1931,Official,1,1
1912,1912-1931,Official,1,1
1912,1912-1931,Official,1,1
1912,1912-1931,Official,1,1
1912,1912-1931,Official,1,1
1912,1912-1931,Official,0,0
1912,1912-1931,Official,1,1
1912,1912-1931,Official,1,1
1912,1912-1931,Official,1,1
1912,1912-1931,Friendly,1,1
1912,1912-1931,Official,1,1
1912,1912-1931,Official,1,1
1912,1912-1931,Friendly,0,0
1912,1912-1931,Friendly,0,0
1912,1912-1931,Official,0,1
1912,1912-1931,Official,0,1
1912,1912-1931,Official,0,0
1912,1912-1931,Official,0,0
1912,1912-1931,Friendly,0,1
1912,1912-1931,Friendly,0,1
1912,1912-1931,Friendly,0,1
1912,1912-1931,Friendly,0,0
1912,1912-1931,Friendly,0,0
1912,1912-1931,Friendly,0,1
1912,1912-1931,Friendly,0,0
1913,1912-1931,Friendly,0,1
1913,1912-1931,Official,0,0
1913,1912-1931,Official,0,1
1913,1912-1931,Official,0,1
1913,1912-1931,Friendly,0,1
1913,1912-1931,Official,0,0
1913,1912-1931,Friendly,0,0
1913,1912-1931,Friendly,0,0
1913,1912-1931,Official,0,0
1913,1912-1931,Official,0,1
1913,1912-1931,Official,1,1
1913,1912-1931,Official,0,1
1913,1912-1931,Official,0,0
1913,1912-1931,Friendly,0,1
1913,1912-1931,Friendly,0,0
1913,1912-1931,Friendly,0,0
1913,1912-1931,Friendly,0,1
1913,1912-1931,Friendly,0,0
1913,1912-1931,Friendly,0,0
1913,1912-1931,Friendly,0,0
1913,1912-1931,Friendly,0,1
1913,1912-1931,Friendly,0,1
1913,1912-1931,Friendly,0,1
1913,1912-1931,Friendly,0,0
1913,1912-1931,Friendly,0,1
1913,1912-1931,Friendly,0,1
1913,1912-1931,Official,0,1
1913,1912-1931,Official,0,1
1913,1912-1931,Friendly,0,0
1913,1912-1931,Friendly,0,0
1913,1912-1931,Friendly,0,0
1913,1912-1931,Official,0,1
1913,1912-1931,Friendly,0,0
1913,1912-1931,Friendly,0,1
1913,1912-1931,Friendly,0,0
1913,1912-1931,Official,0,1
1913,1912-1931,Friendly,0,1
1913,1912-1931,Friendly,0,1
1914,1912-1931,Friendly,0,0
1914,1912-1931,Official,0,0
1914,1912-1931,Friendly,0,1
1914,1912-1931,Friendly,0,1
1914,1912-1931,Official,0,0
1914,1912-1931,Official,0,0
1914,1912-1931,Friendly,0,0
1914,1912-1931,Official,0,0
1914,1912-1931,Friendly,0,0
1914,1912-1931,Official,0,0
1914,1912-1931,Friendly,0,1
1914,1912-1931,Official,1,1
1914,1912-1931,Official,0,1
1914,1912-1931,Friendly,0,0
1914,1912-1931,Friendly,0,0
1914,1912-1931,Official,0,1
1914,1912-1931,Friendly,0,1
1914,1912-1931,Friendly,0,1
1914,1912-1931,Friendly,0,1
1914,1912-1931,Friendly,0,0
1914,1912-1931,Friendly,0,1
1914,1912-1931,Friendly,0,1
1914,1912-1931,Friendly,0,0
1914,1912-1931,Friendly,0,0
1914,1912-1931,Friendly,0,0
1914,1912-1931,Friendly,0,0
1914,1912-1931,Official,0,1
1914,1912-1931,Official,0,1
1914,1912-1931,Friendly,0,1
1914,1912-1931,Official,0,0
1914,1912-1931,Friendly,0,0
1914,1912-1931,Friendly,0,1
1914,1912-1931,Friendly,0,0
1915,1912-1931,Friendly,0,1
1915,1912-1931,Friendly,0,1
1915,1912-1931,Friendly,0,0
1915,1912-1931,Friendly,0,0
1915,1912-1931,Friendly,0,1
1915,1912-1931,Official,0,0
1915,1912-1931,Official,0,1
1915,1912-1931,Friendly,0,0
1915,1912-1931,Friendly,0,1
1915,1912-1931,Friendly,0,0
1915,1912-1931,Official,0,0
1915,1912-1931,Official,0,1
1915,1912-1931,Official,0,1
1915,1912-1931,Friendly,0,1
1915,1912-1931,Friendly,0,1
1915,1912-1931,Friendly,0,1
1915,1912-1931,Friendly,0,0
1915,1912-1931,Friendly,0,1
1916,1912-1931,Friendly,0,1
1916,1912-1931,Friendly,0,0
1916,1912-1931,Friendly,0,0
1916,1912-1931,Friendly,0,1
1916,1912-1931,Friendly,0,1
1916,1912-1931,Friendly,0,1
1916,1912-1931,Friendly,0,0
1916,1912-1931,Official,1,0
1916,1912-1931,Friendly,0,1
1916,1912-1931,Official,0,1
1916,1912-1931,Official,1,0
1916,1912-1931,Official,0,0
1916,1912-1931,Friendly,0,1
1916,1912-1931,Official,1,0
1916,1912-1931,Friendly,0,1
1916,1912-1931,Official,0,0
1916,1912-1931,Friendly,0,0
1916,1912-1931,Official,0,1
1916,1912-1931,Official,0,0
1916,1912-1931,Friendly,0,0
1916,1912-1931,Friendly,0,0
1916,1912-1931,Friendly,0,1
1916,1912-1931,Friendly,0,0
1916,1912-1931,Friendly,0,0
1916,1912-1931,Official,0,0
1916,1912-1931,Friendly,0,1
1916,1912-1931,Friendly,0,1
1916,1912-1931,Friendly,0,1
1916,1912-1931,Friendly,0,0
1917,1912-1931,Friendly,0,0
1917,1912-1931,Friendly,0,0
1917,1912-1931,Official,0,0
1917,1912-1931,Official,0,0
1917,1912-1931,Official,1,1
1917,1912-1931,Friendly,0,0
1917,1912-1931,Friendly,0,1
1917,1912-1931,Friendly,0,0
1917,1912-1931,Friendly,0,0
1917,1912-1931,Official,0,0
1917,1912-1931,Official,0,1
1917,1912-1931,Friendly,0,0
1917,1912-1931,Official,0,1
1917,1912-1931,Friendly,0,0
1917,1912-1931,Official,0,1
1917,1912-1931,Official,1,1
1917,1912-1931,Official,1,1
1917,1912-1931,Friendly,0,1
1917,1912-1931,Friendly,0,1
1917,1912-1931,Official,0,1
1917,1912-1931,Official,1,1
1917,1912-1931,Friendly,0,0
1917,1912-1931,Official,0,1
1917,1912-1931,Friendly,0,1
1917,1912-1931,Friendly,0,0
1917,1912-1931,Friendly,0,0
1917,1912-1931,Friendly,0,1
1918,1912-1931,Friendly,0,1
1918,1912-1931,Friendly,0,1
1918,1912-1931,Friendly,0,1
1918,1912-1931,Friendly,0,1
1918,1912-1931,Friendly,0,0
1918,1912-1931,Friendly,0,1
1918,1912-1931,Friendly,0,1
1918,1912-1931,Official,0,0
1918,1912-1931,Official,0,1
1918,1912-1931,Official,0,0
1918,1912-1931,Official,0,1
1918,1912-1931,Friendly,0,1
1918,1912-1931,Official,0,0
1918,1912-1931,Official,0,1
1918,1912-1931,Friendly,0,0
1918,1912-1931,Friendly,0,1
1918,1912-1931,Friendly,0,0
1919,1912-1931,Friendly,0,0
1919,1912-1931,Friendly,0,1
1919,1912-1931,Official,0,1
1919,1912-1931,Official,0,1
1919,1912-1931,Friendly,0,0
1919,1912-1931,Official,0,0
1919,1912-1931,Official,1,0
1919,1912-1931,Official,0,1
1919,1912-1931,Friendly,0,0
1919,1912-1931,Official,0,0
1919,1912-1931,Official,1,0
1919,1912-1931,Official,0,1
1919,1912-1931,Friendly,0,0
1919,1912-1931,Official,1,1
1919,1912-1931,Friendly,0,0
1919,1912-1931,Official,0,0
1919,1912-1931,Official,0,1
1919,1912-1931,Friendly,0,1
1919,1912-1931,Friendly,0,0
1919,1912-1931,Friendly,0,1
1919,1912-1931,Friendly,0,1
1919,1912-1931,Friendly,0,1
1919,1912-1931,Official,0,1
1919,1912-1931,Official,1,1
1919,1912-1931,Official,1,1
1919,1912-1931,Official,1,1
1919,1912-1931,Official,1,1
1919,1912-1931,Official,0,1
1919,1912-1931,Official,1,1
1919,1912-1931,Official,1,1
1919,1912-1931,Official,1,1
1919,1912-1931,Official,0,1
1919,1912-1931,Official,1,1
1919,1912-1931,Official,1,1
1919,1912-1931,Official,0,0
1919,1912-1931,Friendly,0,1
1919,1912-1931,Official,0,1
1919,1912-1931,Friendly,0,1
1919,1912-1931,Official,0,1
1919,1912-1931,Friendly,0,0
1919,1912-1931,Official,0,0
1919,1912-1931,Friendly,0,0
1919,1912-1931,Friendly,0,1
1919,1912-1931,Friendly,0,0
1919,1912-1931,Friendly,0,1
1919,1912-1931,Friendly,0,1
1919,1912-1931,Official,0,1
1919,1912-1931,Official,0,0
1919,1912-1931,Friendly,0,1
1919,1912-1931,Friendly,0,1
1920,1912-1931,Friendly,0,1
1920,1912-1931,Official,0,0
1920,1912-1931,Official,0,0
1920,1912-1931,Friendly,0,0
1920,1912-1931,Official,0,1
1920,1912-1931,Official,0,0
1920,1912-1931,Friendly,0,1
1920,1912-1931,Friendly,0,1
1920,1912-1931,Friendly,0,1
1920,1912-1931,Official,0,1
1920,1912-1931,Official,0,1
1920,1912-1931,Official,1,1
1920,1912-1931,Friendly,0,0
1920,1912-1931,Friendly,0,0
1920,1912-1931,Friendly,0,1
1920,1912-1931,Friendly,0,1
1920,1912-1931,Friendly,0,0
1920,1912-1931,Friendly,0,0
1920,1912-1931,Friendly,0,0
1920,1912-1931,Friendly,0,1
1920,1912-1931,Official,0,1
1920,1912-1931,Official,0,0
1920,1912-1931,Official,0,1
1920,1912-1931,Official,1,1
1920,1912-1931,Official,1,1
1920,1912-1931,Official,1,1
1920,1912-1931,Official,1,1
1920,1912-1931,Official,1,1
1920,1912-1931,Official,1,1
1920,1912-1931,Official,1,1
1920,1912-1931,Official,1,1
1920,1912-1931,Official,0,1
1920,1912-1931,Official,1,0
1920,1912-1931,Official,0,1
1920,1912-1931,Official,1,1
1920,1912-1931,Official,1,1
1920,1912-1931,Official,0,1
1920,1912-1931,Official,1,1
1920,1912-1931,Friendly,1,1
1920,1912-1931,Official,1,1
1920,1912-1931,Official,0,0
1920,1912-1931,Official,1,0
1920,1912-1931,Official,1,0
1920,1912-1931,Friendly,0,1
1920,1912-1931,Official,0,0
1920,1912-1931,Official,1,1
1920,1912-1931,Friendly,0,1
1920,1912-1931,Friendly,0,0
1920,1912-1931,Official,0,0
1920,1912-1931,Friendly,0,0
1920,1912-1931,Friendly,0,1
1920,1912-1931,Official,0,1
1920,1912-1931,Friendly,0,1
1920,1912-1931,Friendly,0,0
1921,1912-1931,Friendly,0,0
1921,1912-1931,Official,0,1
1921,1912-1931,Friendly,0,0
1921,1912-1931,Official,0,0
1921,1912-1931,Friendly,0,1
1921,1912-1931,Friendly,0,1
1921,1912-1931,Official,0,0
1921,1912-1931,Friendly,0,0
1921,1912-1931,Official,0,1
1921,1912-1931,Friendly,0,1
1921,1912-1931,Friendly,0,1
1921,1912-1931,Friendly,0,1
1921,1912-1931,Official,0,1
1921,1912-1931,Official,0,1
1921,1912-1931,Official,0,1
1921,1912-1931,Friendly,0,0
1921,1912-1931,Friendly,0,1
1921,1912-1931,Official,0,0
1921,1912-1931,Friendly,0,0
1921,1912-1931,Friendly,0,0
1921,1912-1931,Friendly,0,0
1921,1912-1931,Friendly,0,0
1921,1912-1931,Friendly,0,0
1921,1912-1931,Friendly,0,0
1921,1912-1931,Friendly,0,1
1921,1912-1931,Friendly,0,0
1921,1912-1931,Friendly,1,0
1921,1912-1931,Official,1,1
1921,1912-1931,Official,0,1
1921,1912-1931,Official,0,1
1921,1912-1931,Official,0,1
1921,1912-1931,Friendly,0,1
1921,1912-1931,Friendly,0,0
1921,1912-1931,Friendly,0,1
1921,1912-1931,Friendly,0,0
1921,1912-1931,Friendly,0,0
1921,1912-1931,Friendly,0,0
1921,1912-1931,Friendly,0,0
1921,1912-1931,Friendly,0,0
1921,1912-1931,Friendly,1,1
1921,1912-1931,Friendly,0,0
1921,1912-1931,Friendly,0,0
1921,1912-1931,Friendly,0,0
1921,1912-1931,Official,0,1
1921,1912-1931,Friendly,0,1
1921,1912-1931,Official,1,1
1921,1912-1931,Friendly,0,0
1921,1912-1931,Official,1,1
1921,1912-1931,Official,0,1
1921,1912-1931,Official,0,0
1921,1912-1931,Official,1,0
1921,1912-1931,Friendly,0,1
1921,1912-1931,Official,0,1
1921,1912-1931,Friendly,0,1
1921,1912-1931,Friendly,0,1
1921,1912-1931,Friendly,0,0
1921,1912-1931,Friendly,0,0
1921,1912-1931,Friendly,0,0
1921,1912-1931,Friendly,0,1
1921,1912-1931,Friendly,0,1
1922,1912-1931,Friendly,0,1
1922,1912-1931,Friendly,0,0
1922,1912-1931,Official,0,1
1922,1912-1931,Friendly,0,0
1922,1912-1931,Official,0,1
1922,1912-1931,Friendly,0,1
1922,1912-1931,Official,0,1
1922,1912-1931,Friendly,0,1
1922,1912-1931,Friendly,0,0
1922,1912-1931,Official,0,1
1922,1912-1931,Official,0,0
1922,1912-1931,Friendly,0,0
1922,1912-1931,Friendly,0,1
1922,1912-1931,Official,0,1
1922,1912-1931,Friendly,0,0
1922,1912-1931,Official,0,0
1922,1912-1931,Friendly,0,0
1922,1912-1931,Friendly,0,0
1922,1912-1931,Friendly,0,0
1922,1912-1931,Friendly,0,0
1922,1912-1931,Friendly,0,1
1922,1912-1931,Friendly,0,1
1922,1912-1931,Friendly,0,0
1922,1912-1931,Friendly,0,0
1922,1912-1931,Friendly,0,0
1922,1912-1931,Friendly,0,1
1922,1912-1931,Friendly,0,0
1922,1912-1931,Friendly,0,1
1922,1912-1931,Friendly,0,0
1922,1912-1931,Official,0,1
1922,1912-1931,Official,0,0
1922,1912-1931,Friendly,0,1
1922,1912-1931,Friendly,0,0
1922,1912-1931,Official,0,1
1922,1912-1931,Friendly,0,0
1922,1912-1931,Friendly,0,0
1922,1912-1931,Friendly,0,1
1922,1912-1931,Friendly,0,1
1922,1912-1931,Friendly,0,1
1922,1912-1931,Friendly,0,1
1922,1912-1931,Friendly,0,0
1922,1912-1931,Friendly,0,0
1922,1912-1931,Friendly,0,0
1922,1912-1931,Friendly,0,0
1922,1912-1931,Friendly,0,0
1922,1912-1931,Official,0,0
1922,1912-1931,Official,1,0
1922,1912-1931,Friendly,0,0
1922,1912-1931,Official,0,0
1922,1912-1931,Friendly,0,0
1922,1912-1931,Friendly,0,0
1922,1912-1931,Official,1,1
1922,1912-1931,Official,0,0
1922,1912-1931,Friendly,0,0
1922,1912-1931,Friendly,0,0
1922,1912-1931,Official,1,0
1922,1912-1931,Official,1,0
1922,1912-1931,Official,1,1
1922,1912-1931,Official,0,1
1922,1912-1931,Official,1,1
1922,1912-1931,Official,0,1
1922,1912-1931,Friendly,0,1
1922,1912-1931,Official,0,1
1922,1912-1931,Friendly,0,1
1922,1912-1931,Official,0,1
1922,1912-1931,Official,0,1
1922,1912-1931,Friendly,0,1
1922,1912-1931,Friendly,0,1
1922,1912-1931,Friendly,0,0
1922,1912-1931,Friendly,0,0
1922,1912-1931,Official,0,1
1922,1912-1931,Official,0,0
1922,1912-1931,Friendly,0,0
1923,1912-1931,Friendly,0,0
1923,1912-1931,Friendly,0,1
1923,1912-1931,Friendly,0,1
1923,1912-1931,Friendly,0,0
1923,1912-1931,Friendly,0,0
1923,1912-1931,Friendly,0,1
1923,1912-1931,Friendly,0,1
1923,1912-1931,Friendly,0,1
1923,1912-1931,Friendly,0,0
1923,1912-1931,Friendly,0,1
1923,1912-1931,Friendly,0,0
1923,1912-1931,Official,0,0
1923,1912-1931,Friendly,0,0
1923,1912-1931,Official,0,0
1923,1912-1931,Friendly,0,0
1923,1912-1931,Official,0,1
1923,1912-1931,Friendly,0,1
1923,1912-1931,Friendly,0,1
1923,1912-1931,Official,0,1
1923,1912-1931,Official,0,0
1923,1912-1931,Official,0,0
1923,1912-1931,Official,0,0
1923,1912-1931,Friendly,0,0
1923,1912-1931,Friendly,0,0
1923,1912-1931,Official,0,1
1923,1912-1931,Friendly,0,0
1923,1912-1931,Friendly,0,1
1923,1912-1931,Friendly,0,1
1923,1912-1931,Friendly,0,0
1923,1912-1931,Friendly,0,0
1923,1912-1931,Official,0,0
1923,1912-1931,Friendly,0,0
1923,1912-1931,Official,1,1
1923,1912-1931,Official,0,0
1923,1912-1931,Friendly,0,0
1923,1912-1931,Official,0,0
1923,1912-1931,Official,0,1
1923,1912-1931,Friendly,0,1
1923,1912-1931,Friendly,0,0
